0,7up,8.7,0.0,0.0,38.0
1,Actimel Вишня,11.5,2.9,1.5,74.0
2,Actimel Гранат,11.5,2.7,1.5,73.0
3,Actimel Земляника и шиповник,11.5,2.7,1.5,73.0
4,Actimel Клубника,11.5,2.7,1.5,72.0
5,Actimel Малина и клюква,11.5,2.7,1.5,72.0
6,Actimel Мультифрукт,12.0,2.7,1.5,75.0
7,Actimel Натуральный,10.5,2.8,1.6,71.0
8,Actimel Черника и ежевика,11.5,2.9,1.5,74.0
9,Exponenta High-Pro Черника-Алоэ,2.5,12.0,0.0,60.0
10,Fruttis Сливочное лакомство Клубника-Земляника,17.0,2.2,5.0,122.0
11,Neo Имунеле Natural,11.8,1.8,0.9,63.0
12,Neo Имунеле Гранат-Вишня,12.4,2.5,1.2,70.0
13,Neo Имунеле Клюква-Малина,12.6,2.5,1.2,71.0
14,Neo Имунеле Лесные ягоды,13.1,2.5,1.2,73.0
15,Абрикос,9.0,0.9,0.1,44.0
16,Абрикос консервированный,15.5,0.4,0.1,67.0
17,Абрикосовая косточка,56.3,14.0,27.7,440.0
18,Абрикосовый компот,21.0,0.5,0.0,85.0
19,Абрикосовый сок,9.0,0.9,0.1,38.0
20,Абсент,8.8,0.0,0.0,171.0
21,Авокадо,6.0,2.0,20.0,212.0
22,Агар пищевой,76.0,4.0,0.0,301.0
23,Аджика,5.8,1.0,3.7,59.0
24,Ажгон,11.9,19.7,14.5,333.0
25,Азу,10.2,11.9,14.2,214.0
26,Айва,9.8,0.6,0.5,40.0
27,Айвовый компот,20.0,0.4,0.0,79.0
28,Айвовый сок,10.6,0.5,0.0,45.0
29,Айран (тан) газированный,1.4,1.1,1.5,24.0
30,Айран (тан) из козьего молока,1.4,1.1,1.5,24.0
31,Айран (тан) негазированный,1.4,1.1,1.5,24.0
32,Айран (тан) негазированный нежирный,1.4,1.1,0.2,12.0
33,Айран (тан) с укропом и огурцом,1.4,1.1,1.0,19.0
34,Айран (тан) сильногазированный,1.4,1.1,1.0,19.0
35,Аквафаба нутовая,0.9,0.4,0.0,5.0
36,Аквафаба сублимированная Гала-Гала,14.0,6.1,0.0,84.0
37,Аки,8.0,1.0,15.0,151.0
38,Активиа Быстрый завтрак Клубника,20.9,4.3,2.8,127.0
39,Активиа Быстрый завтрак Натуральный,14.4,4.8,3.1,107.0
40,Активиа Быстрый завтрак с овсянкой Яблоко-Груша,16.7,3.6,3.1,110.0
41,Активиа Кефирная 1%,4.5,2.9,1.0,39.0
42,Активиа Кефирная 3%,3.6,2.9,3.0,53.0
43,Активиа Момент удовольствия Вишня,13.7,4.3,2.7,97.0
44,Активиа Момент удовольствия Земляника,12.9,4.3,2.7,97.0
45,Активиа Питьевая Ананас,12.2,2.8,2.0,77.0
46,Активиа Питьевая Бифидойогурт Классический 1.5%,4.4,3.4,1.5,45.0
47,Активиа Питьевая Вишня и чёрная смородина,12.8,2.6,2.0,81.0
48,Активиа Питьевая Злаки,12.4,2.8,2.2,81.0
49,Активиа Питьевая Клубника и земляника,12.4,2.8,2.2,81.0
50,Активиа Питьевая Малина и злаки,11.0,2.8,2.1,74.0
51,Активиа Питьевая Натуральная,4.5,3.2,2.4,52.0
52,Активиа Питьевая Тыква банан и корица,10.9,2.9,2.1,74.0
53,Активиа Питьевая Чернослив,12.8,2.8,2.0,80.0
54,Активиа Питьевая Яблоко и злаки,13.0,2.8,2.2,83.0
55,Активиа Семейная Клубника,13.6,3.9,3.2,98.0
56,Активиа Семейная Персик,13.6,3.9,3.2,98.0
57,Активиа Творожная Клубника,15.5,5.0,4.5,123.0
58,Активиа Творожная Малина,11.4,4.2,4.5,102.0
59,Активиа Творожная Мюсли,15.5,5.0,4.5,123.0
60,Активиа Творожная Мюсли и манго,14.7,4.8,4.5,119.0
61,Активиа Творожная Натуральная,3.7,5.9,4.5,79.0
62,Активиа Творожная Отруби и злаки,13.7,4.9,4.3,113.0
63,Активиа Творожная Чернослив,14.4,4.7,4.2,114.0
64,Активиа Фреш Арбуз,12.3,2.8,1.6,74.0
65,Активиа Фреш Вишня,11.0,2.8,1.6,70.0
66,Активиа Фреш Гранат и Малина,11.0,2.8,1.6,70.0
67,Активиа Фреш Манго,12.0,2.8,1.6,73.0
68,Активиа Фреш Персик,11.0,2.8,1.6,70.0
69,Актуаль на сыворотке вкус арбуза,8.6,0.5,0.1,37.0
70,Акула катран,0.0,19.9,7.0,142.0
71,Акульи плавники,0.0,21.0,4.8,130.0
72,Алыча,6.9,0.2,0.0,27.0
73,Амарант,69.0,13.6,7.0,371.0
74,Амарантовые отруби Di&Di с гречей,55.0,19.0,5.5,345.0
75,Амарантовые отруби Di&Di с ламинарией,37.0,20.4,5.1,311.0
76,Амарантовые отруби Di&Di с топинамбуром,55.0,19.0,5.5,345.0
77,Американская смесь Hortex,5.1,2.4,0.5,39.0
78,Амур белый,0.0,18.6,5.3,134.0
79,Амур чёрный,0.0,17.5,2.0,88.0
80,Ананас,10.6,0.4,0.2,49.0
81,Ананас консервированный,14.0,0.1,0.1,57.0
82,Ананасовый компот,14.0,0.1,0.1,71.0
83,Ананасовый нектар,12.9,0.1,0.0,54.0
84,Ананасовый сок,11.4,0.3,0.1,48.0
85,Ангурия (Антильский огурец),7.6,1.8,1.3,44.0
86,Анис,35.4,17.6,15.9,337.0
87,Антрекот,1.7,27.3,31.2,396.0
88,Антрекот из говядины,0.0,29.6,11.2,220.0
89,Антрекот из свинины,0.0,28.7,9.8,210.0
90,Анчоус атлантический,0.0,20.1,6.1,135.0
91,Анчоусная паста,4.0,26.0,16.0,280.0
92,Анчоусы консервированные,0.0,20.1,6.1,135.0
93,Аньолотти,71.5,10.0,1.1,344.0
94,Апельсин,8.1,0.9,0.2,36.0
95,Апельсин маринованный,8.9,0.6,0.0,37.0
96,Апельсиновый нектар,10.1,0.3,0.0,43.0
97,Апельсиновый сок,8.1,0.9,0.2,36.0
98,Арахис,9.9,26.3,45.2,622.0
99,Арахис Джаз жареный соленый,17.0,25.0,52.0,640.0
100,Арахис Степановна обжаренный соленый,5.7,29.2,50.2,590.0
101,Арахис сушеный,10.8,29.2,50.2,611.0
102,Арбуз,5.8,0.6,0.1,25.0
103,Арбуз консервированный,9.0,0.5,0.1,37.0
104,Арбузный сок,5.9,0.6,0.1,38.0
105,Аргентина,0.0,17.6,2.0,88.0
106,Арракача,17.1,0.9,0.1,60.0
107,Артишок,6.0,1.2,0.1,28.0
108,Артишоки Federici гриль в подсолнечном масле,5.2,1.5,47.2,456.0
109,Асафетида,0.1,0.1,0.1,0.0
110,Ассорти Бондюэль из сладкого перца,4.8,1.1,0.2,25.0
111,Ассорти Бондюэль из фасоли с ананасами в соусе Карри,9.3,3.8,1.1,62.0
112,"Ассорти Бондюэль из цветной капусты, романеско и брокколи",8.6,1.8,2.7,66.0
113,Ассорти МеленЪ Кабачки Черри Огурцы маринованные,4.0,0.0,0.0,15.0
114,Ассорти МеленЪ Патиссоны Черри Огурцы маринованные,4.0,0.0,0.0,15.0
115,Ассорти мясное,0.9,11.3,23.5,264.0
116,Ассорти овощное,3.3,1.0,0.1,19.0
117,Ассорти рыбное,0.5,10.4,4.7,78.0
118,Ацерола,7.7,0.4,0.3,32.0
119,Ацидофилин 0.1%,3.9,3.0,0.1,31.0
120,Ацидофилин 1%,4.0,3.0,1.0,40.0
121,Ацидофилин 3.2%,3.8,2.8,3.2,57.0
122,Ацидофилин 3.2% сладкий,8.6,2.8,3.2,77.0
123,Ацидофилин Останкинский 2.5%,4.2,2.8,2.5,51.0
124,Баветте,70.5,11.0,1.3,351.0
125,Багель,55.5,7.9,9.4,339.0
126,Багет,51.4,7.5,2.9,262.0
127,Багет мини с отрубями,39.1,6.4,0.8,189.0
128,Багет чесночный,49.0,7.5,15.0,360.0
129,Бадьян,50.0,18.0,16.0,337.0
130,Базилик свежий,4.3,2.5,0.6,27.0
131,Базилик сушеный,61.0,14.4,4.0,251.0
132,Баклажан,4.5,1.2,0.1,24.0
133,Баклажан белый,4.6,1.2,0.1,24.0
134,Баклажан замороженный,5.2,1.3,0.1,27.0
135,Баклажан консервированный,7.3,0.9,0.7,49.0
136,Баклажанная икра консервированная,5.1,1.7,13.3,148.0
137,Баклажанная икра свежая,6.0,0.6,7.0,90.0
138,Баклажаны 4 сезона запечённые порционные,8.9,2.1,0.2,48.0
139,Баклажаны 4 сезона нарезанные,5.2,1.3,0.1,27.0
140,Баклажаны по-корейски готовые,6.5,0.0,9.0,109.0
141,Баклажаны фаршированные готовые,7.3,1.5,6.1,79.0
142,Бамбук листья,4.0,2.0,0.0,32.0
143,Бамбук побеги вареные,0.9,1.5,0.2,12.0
144,Бамбук побеги консервированные,1.8,1.7,0.4,19.0
145,Бамбук побеги сырые,3.0,2.6,0.3,27.0
146,Бамия,3.8,2.0,0.1,25.0
147,Бамия 4 сезона,8.0,0.2,0.1,23.0
148,Банан,21.8,1.5,0.2,95.0
149,Банановый сок,12.0,0.0,0.0,48.0
150,Бананы сушёные,80.5,3.9,1.8,390.0
151,Барабулька (султанка),0.0,19.4,3.8,117.0
152,Бараний окорок,0.0,18.0,18.0,232.0
153,Бараний рубец,0.0,11.5,4.0,82.0
154,Бараний фарш,0.0,17.0,23.0,282.0
155,Бараний язык,0.0,12.6,16.1,195.0
156,Баранина,0.0,15.6,16.3,209.0
157,Баранина вареная,0.0,24.6,21.4,291.0
158,Баранина жареная,0.0,20.0,24.0,320.0
159,Баранина тушеная,0.0,20.0,20.9,268.0
160,Баранки,70.0,16.0,1.0,336.0
161,Баранье сердце,0.0,13.5,2.5,82.0
162,Бараньи почки,0.0,13.6,2.5,77.0
163,Бараньи яйца,0.1,13.0,19.0,230.0
164,Баранья лопатка,0.0,15.6,25.0,284.0
165,Баранья печень,0.0,18.7,2.9,101.0
166,Барбарис,7.9,0.0,0.0,29.0
167,Барбарис сушеный,38.0,0.0,0.0,152.0
168,Баренцев Анчоус солёно-сушёный,0.0,49.0,7.0,259.0
169,Баренцев Кальмар кольца,3.0,53.0,2.0,242.0
170,Баренцев Кальмар копчёный,3.0,53.0,2.0,242.0
171,Баренцев Кальмар солёно-сушёный,5.0,62.0,2.0,286.0
172,Баренцев Креветка со специями,3.0,36.0,4.0,192.0
173,Баренцев Окинэль ломтики филе,0.0,50.7,8.6,280.0
174,Баренцев Окинэль с перцем,0.0,50.7,8.6,280.0
175,Баренцев Соломка рыбная оригинальная,5.0,46.0,3.0,231.0
176,Баренцев Соломка рыбная подкопченная,5.0,46.0,3.0,231.0
177,Баренцев Сомуль солёно-сушёный,0.0,65.8,1.2,274.0
178,Баренцев Ставридка золотистая подкопченная,0.0,48.0,8.0,264.0
179,Баренцев Ставридка серебристая солёно-сушёная,0.0,48.0,8.0,264.0
180,Баренцев Тунец солёно-сушёный,0.0,57.8,0.3,234.0
181,Баренцев Чиксы рыбка с перцем,0.0,50.7,8.6,280.0
182,Баскет 16 крыльев,18.6,13.8,19.5,306.0
183,Баскет 25 крыльев,15.4,16.6,20.7,314.0
184,Баскет Дуэт оригинальный и острый,17.2,16.5,15.1,271.0
185,Баскет Пати,22.3,10.2,17.0,284.0
186,Баскет Стар,17.2,17.0,15.1,273.0
187,Бастурма турецкая,0.0,14.8,20.1,240.0
188,Батард ржаной,49.7,7.9,1.8,250.0
189,Батон Нарезной,50.9,7.5,2.9,264.0
190,Батон Подмосковный,50.6,7.5,2.6,261.0
191,Батон Пышный Зерновая коллекция,44.0,8.0,2.5,230.0
192,Батон с пшеничными отрубями,51.4,9.2,2.8,273.0
193,Батон Столичный,50.2,7.7,0.8,243.0
194,Батончик Bombbar Кето Миндальная нуга с ванилью,10.2,20.0,35.0,484.0
195,Батончик Bombbar Кето Тропический кокос и миндаль,10.0,20.0,35.0,484.0
196,Батончик Bombbar Кето Шоколадное парфе с миндалем,11.0,20.0,35.0,486.0
197,Батончик Bombbar протеиновый Грецкий орех с медом,2.2,20.0,6.3,148.0
198,Батончик Bombbar протеиновый Датский бисквит,8.0,33.0,8.5,292.0
199,Батончик Bombbar протеиновый Шоколад,6.1,20.0,5.7,156.0
200,Батончик BSN Syntha-6 Decadence,44.2,31.6,12.6,389.0
201,Батончик Dymatize Elite XT Gourmet Protein Bar 42,40.0,35.3,11.8,376.0
202,Батончик Dymatize Elite XT Gourmet Protein Bar 85,24.7,37.6,14.1,412.0
203,Батончик Effort протеиновый Ваниль-Печенье,43.0,30.0,14.0,418.0
204,Батончик Energy System Perform-Bar,73.0,10.0,5.0,374.0
205,Батончик FITKIT Extra Protein Bar Almond Latte (Миндальный Латте),27.2,27.2,12.7,327.0
206,Батончик FITKIT Extra Protein Bar Banana Flambe (Банановый Фламбе),27.2,27.2,12.7,327.0
207,Батончик FITKIT Extra Protein Bar Cherry Brownie (Вишневый Брауни),27.2,27.2,14.5,345.0
208,Батончик FITKIT Extra Protein Bar Pina Colada (Пина Колада),27.3,27.3,12.7,327.0
209,Батончик FITKIT Extra Protein Bar Triple Chocolate (Тройной Шоколад),27.3,27.3,14.5,345.0
210,Батончик FITKIT Protein Bar Coconut Souffle (Кокосовое Суфле),20.0,25.0,7.2,265.0
211,Батончик FITKIT Protein Bar Double Chocolate (Двойной Шоколад),20.0,25.0,7.5,268.0
212,Батончик FITKIT Protein Bar Hazelnut-Chocolate (Шоколад-Фундук),20.0,25.0,7.5,268.0
213,Батончик FITKIT Protein Bar Mango-Passion Fruit (Манго-Маракуйя),20.0,25.0,6.6,260.0
214,Батончик FITKIT Protein Bar Mocaccino (Моккачино),20.0,25.0,7.5,268.0
215,Батончик FITKIT Protein Bar Peanut Cake (Арахисовый Торт),20.0,25.0,7.0,263.0
216,Батончик FITKIT Protein Bar Pistachio Ice Cream (Фисташковый Пломбир),20.0,25.0,6.7,260.0
217,Батончик FITKIT Protein Bar Raspberry Cheesecake (Малиновый Чизкейк),20.0,25.0,6.6,260.0
218,Батончик FITKIT Protein Bar Salted Caramel (Солёная Карамель),20.0,25.0,6.7,260.0
219,Батончик FITKIT Protein Bar Strawberry Trifle (Клубничный Трайфл),20.0,25.0,6.6,260.0
220,Батончик Herbalife Протеиновый,46.0,29.0,8.6,383.0
221,Батончик Herbalife Формула 1 Экспресс,37.1,23.7,10.7,369.0
222,Батончик Ironman Slim Bar протеиновый с L-карнитином,48.0,14.0,8.0,320.0
223,Батончик Multipower 32% Protein Pack,45.0,31.7,11.0,407.0
224,Батончик Multipower Crunch Fit,55.6,15.8,14.7,419.0
225,Батончик Multipower Energate!,42.9,20.0,21.7,451.0
226,Батончик Multipower L-Carnitine Bar,38.0,25.0,8.6,348.0
227,Батончик Multipower Power Pack,45.7,28.6,10.6,389.0
228,Батончик MyProtein My Bar Zero,3.9,31.0,9.5,304.0
229,Батончик Nattys&Go! Brownie с арахисовой пастой и какао,45.0,16.0,35.0,540.0
230,Батончик Nattys&Go! Protein с арахисовой пастой,39.0,21.0,30.0,500.0
231,Батончик Nattys&Go! с кокосом,51.0,9.0,41.0,600.0
232,Батончик Nestle Fitness с цельными злаками и клубникой,68.9,5.8,6.7,369.0
233,Батончик Optimum 100% Whey Crisp Bar,48.6,37.1,3.6,357.0
234,Батончик Optimum Complete Protein Diet Bar,36.0,40.0,6.0,360.0
235,Батончик Optimum Optimal Protein Diet Bar,46.0,40.0,5.0,360.0
236,Батончик Performance Bar,60.4,5.9,19.3,439.0
237,Батончик Power Pro с арахисом и карамелью с нугой,15.6,16.6,18.6,350.0
238,Батончик Quest Bar протеиновый Шоколад с фундуком,6.6,33.3,13.3,317.0
239,Батончик Rocket Energy с кокосом и шоколадом,28.6,5.9,41.0,462.0
240,"Батончик Rocket Energy с чаем матча, кокосом и ананасом",28.6,3.5,42.8,467.0
241,Батончик Scitec Nutrition Jumbo Bar Double Chocolate Cookie,26.0,50.0,8.2,378.0
242,Батончик злаковый Be-Kind Цельные злаки Малина,65.0,6.8,14.0,423.0
243,Батончик злаковый Be-Kind Цельные злаки Мёд,65.0,6.5,15.0,431.0
244,Батончик злаковый Corny Big с бананом и шоколадом,65.6,6.1,15.2,424.0
245,Батончик злаковый Corny Big с клюквой,71.4,5.9,7.4,377.0
246,Батончик злаковый Corny Big с лесными орехами,63.2,6.4,15.6,419.0
247,Батончик злаковый Corny Big с шоколадом,62.9,7.0,17.0,433.0
248,Батончик Леовит Худеем за неделю Мюсли Фенхель с зелёным чаем,59.2,4.2,12.4,367.0
249,Батончик мюсли DiYes Чернослив в шоколаде,70.0,4.0,11.0,390.0
250,Батончик мюсли Ego с бананом в шоколаде,68.0,5.0,13.5,416.0
251,Батончик мюсли Ego с вишней в йогурте,56.0,6.0,14.0,416.0
252,Батончик мюсли Ego с клубникой в йогурте,67.5,4.0,14.5,418.0
253,Батончик мюсли Ego с лесными ягодами в йогурте,69.5,4.0,13.5,418.0
254,Батончик мюсли Ego с черникой в йогурте,67.5,5.5,14.0,420.0
255,Батончик мюсли Tekmar клубника в йогурте,70.7,4.5,16.8,452.0
256,Батончик ореховый Be-Kind Горький шоколад Морская соль,24.0,17.0,37.0,523.0
257,Батончик ореховый Be-Kind Миндаль Кокос,31.0,11.0,38.0,532.0
258,Батончик ореховый Be-Kind Орехи Мёд и Морская соль,23.0,17.0,41.0,544.0
259,Батончик Пульсар с миндалем в шоколадной глазури,58.8,6.3,13.9,385.0
260,Батончик Турбослим белковый для похудения,18.0,16.0,8.0,220.0
261,Батончик Ути-Booty протеиновый Кокосовый рай,6.2,33.3,7.6,280.0
262,Батончик Ути-Booty протеиновый Колумбийская кола,6.3,33.3,7.5,278.0
263,Батончик Ути-Booty протеиновый Шоколад-Мята,5.8,33.3,7.1,273.0
264,Батончик фруктовый Joyfield с абрикосом в шоколаде,72.3,9.8,0.6,352.0
265,Батончик фруктовый Joyfield с абрикосом и яблоком,74.8,3.7,0.3,282.0
266,Батончик фруктовый Joyfield с лимонником и папайей,77.0,4.1,0.3,302.0
267,Батончик фруктовый Joyfield с полевой клубникой,75.4,4.5,0.4,286.0
268,Батончик фруктовый Joyfield с черникой,73.3,4.5,0.4,273.0
269,Батончик фруктовый Joyfield с черносливом в шоколаде,67.7,7.8,1.0,340.0
270,Батончик фруктовый Joyfield с черносливом и ананасом,75.1,3.4,0.5,314.0
271,Батончик фруктовый Joyfield с черносливом и яблоком,70.2,2.1,0.5,280.0
272,Батончик фруктовый Ого! с вишней глазированный,56.0,3.5,5.0,280.0
273,Батончик фруктовый Ого! с облепихой,44.0,3.0,5.0,200.0
274,Батончик фруктовый Ого! с черникой,86.0,4.0,0.7,330.0
275,Батончик фруктовый Сладкий мир хлеб банановый,59.9,6.8,9.6,352.0
276,Батончик фруктовый Фрутилад с облепихой,45.0,3.5,1.0,210.0
277,Баурсак,45.8,6.8,2.6,234.0
278,Бахарат,38.3,10.9,3.2,255.0
279,Бедренец камнеломка,0.0,0.0,0.0,0.0
280,Бекон,0.0,23.0,45.0,500.0
281,Бекон Мираторг Любительский,0.0,12.0,35.0,360.0
282,Бекон сырокопченый Дымов Венгерский,0.0,10.0,44.0,436.0
283,Белоглазка,0.0,17.5,2.0,88.0
284,Белорыбица,0.0,17.5,2.0,88.0
285,Белуга бланшированная,0.0,23.3,15.6,234.0
286,Белуга свежая,0.0,21.0,0.7,147.0
287,Белуга сушеная,0.0,69.9,5.3,327.0
288,Белые грибы Hortex,1.1,3.7,1.7,34.0
289,Белые жареные,10.7,4.6,11.5,162.0
290,Белые маринованные,2.0,3.0,0.5,24.0
291,Белые свежие,1.1,3.7,1.7,34.0
292,Белые сушёные,31.0,23.4,6.4,282.0
293,Бельдюга,0.0,17.5,2.0,88.0
294,Бербере,11.0,2.0,0.1,71.0
295,Березовый сок,5.8,0.1,0.0,24.0
296,Берикс,0.0,20.3,0.8,88.0
297,Бессмертник,5.0,0.2,0.0,27.0
298,Бестер,0.0,21.0,0.7,147.0
299,Бефстроганов,5.7,21.9,27.4,355.0
300,Бефстроганов из говядины,5.9,16.7,11.3,193.0
301,Бефстроганов из курицы,0.4,14.7,2.0,163.0
302,Бефстроганов из свинины,0.0,19.4,7.1,142.0
303,Бизонье мясо,0.0,21.6,1.2,109.0
304,Биойогурт Активиа Виноград Манго Папайя Семена Чиа,10.8,4.1,2.9,86.0
305,Биойогурт Активиа Клубника Яблоко Питахайя,10.9,4.1,2.9,86.0
306,Биойогурт Останкинский 2.5%,8.9,3.2,2.5,71.0
307,Биойогурт Слобода питьевой с грушей и злаками 2%,11.0,2.8,2.0,73.0
308,Биойогурт Слобода с гранолой и изюмом 5%,14.3,3.6,5.0,117.0
309,Биойогурт Слобода с клубникой 2.5%,13.6,3.0,2.5,90.0
310,Биойогурт Слобода термостатный двухслойный с цветочным медом 2%,10.5,3.5,2.0,75.0
311,Биойогурт Слобода термостатный двухслойный с черникой 2%,15.8,3.6,2.0,93.0
312,Биойогурт Тёма Груша-яблоко,11.6,3.2,2.8,84.0
313,Биойогурт Тёма Зеленое яблоко,11.7,3.2,2.8,85.0
314,Биойогурт Тёма Лесные ягоды,11.5,3.2,2.8,84.0
315,Биойогурт Тёма Шиповник-малина,12.0,3.2,2.8,86.0
316,Биокефир Агуша 3.2%,4.0,2.7,3.2,56.0
317,Биокефир Вкуснотеево 1%,5.5,3.1,1.0,43.0
318,Биокефир Останкинский 0.1%,3.6,3.0,0.1,27.0
319,Биокефир Тёма детский 3.2%,4.1,2.8,3.2,56.0
320,Биолакт Сегодня и Всегда продукт кисломолочный Абрикос-Манго,11.0,2.8,2.5,78.0
321,Биолакт Тёма питьевой сладкий,8.3,2.8,3.2,74.0
322,Биолакт ФрутоНяня детский сладкий,8.2,2.8,3.2,74.0
323,Биолакт ФрутоНяня кисломолочный без сахара,4.7,3.1,3.4,62.0
324,Биотворог Тёма c черникой,10.3,7.9,4.2,111.0
325,Биотворог Тёма c черносливом,10.1,7.9,4.2,110.0
326,Биотворог Тёма классический,3.5,9.1,5.0,95.0
327,Биотворог Тёма с абрикосом,10.4,7.9,4.2,111.0
328,Биотворог Тёма с яблоком и морковью,10.0,7.9,4.2,109.0
329,Бисквитник Сдобная особа медовый с вареной сгущенкой,46.1,5.3,19.6,378.0
330,Бисквитник Сдобная особа с начинкой маракуйя,51.5,3.9,17.2,375.0
331,Бисквитник Сдобная особа шоколадный с шоколадной начинкой,48.5,4.3,18.3,378.0
332,Бифацил,7.9,2.9,2.5,66.0
333,Бифилайф Ам-Ам Мамина забота Яблоко и Банан,10.5,2.9,2.5,76.0
334,Бифитат,4.7,2.8,3.4,61.0
335,Бифштекс,1.7,27.8,29.6,384.0
336,Блинчики Ермолино с печенью Мамины,33.0,8.0,15.0,299.0
337,Блинчики Морозко сладкие с вишней,32.0,3.5,4.5,180.0
338,Блинчики Морозко сладкие с творогом,27.4,7.2,6.0,192.0
339,Блинчики Морозко сытные с мясом,23.3,7.2,10.7,218.0
340,Блинчики Останкино с мясом,33.0,8.0,11.0,270.0
341,Блинчики Останкино с печенью,33.0,8.0,10.0,260.0
342,Блины,26.0,6.1,12.3,233.0
343,Блины с ветчиной,33.9,8.9,13.5,292.0
344,Блины с ветчиной и сыром,35.3,14.3,20.2,382.0
345,Блины с грибами,21.0,6.7,9.9,218.0
346,Блины с красной икрой,33.7,12.7,15.2,324.0
347,Блины с маслом,40.6,8.0,15.2,332.0
348,Блины с мёдом,50.4,7.2,13.5,350.0
349,Блины с сёмгой,33.8,11.2,14.9,313.0
350,Блины с сыром,34.3,11.4,18.3,348.0
351,Блины со сгущеным молоком,41.7,8.1,12.4,324.0
352,Блины со сметаной,34.3,7.1,16.3,311.0
353,Блюдо армянское Бозбаш 4 сезона,4.0,3.0,9.5,126.0
354,Блюдо болгарское Жаркое по-деревенски 4 сезона,5.5,3.5,11.1,137.0
355,Блюдо греческое Мясо по-македонски 4 сезона,22.0,5.8,10.1,206.0
356,Блюдо грузинское Чахохбили с фасолью 4 сезона,3.4,6.2,5.5,87.0
357,Блюдо индийское Цыплёнок карри 4 сезона,21.0,6.6,3.2,142.0
358,Блюдо испанское Паэлья 4 сезона,16.3,8.2,3.0,129.0
359,Блюдо итальянское Пенне карбонара 4 сезона,16.4,5.6,11.4,188.0
360,Блюдо итальянское Ризотто с морепродуктами 4 сезона,18.8,6.5,6.4,163.0
361,Блюдо китайское Курочка по-пекински 4 сезона,11.8,5.6,3.3,102.0
362,Блюдо китайское Свинина в кисло-сладком соусе 4 сезона,14.8,4.4,9.4,153.0
363,Блюдо латиноамериканское Цыплёнок по-мексикански 4 сезона,10.7,6.6,8.5,127.0
364,Блюдо мексиканское Чили кон карне 4 сезона,15.7,6.4,8.8,160.0
365,Блюдо наше Макароны по-флотски 4 сезона,21.2,7.6,9.9,185.0
366,Блюдо русское Барашек с гречкой 4 сезона,17.7,5.9,13.8,224.0
367,Блюдо среднеазиатское Лагман 4 сезона,13.3,4.3,8.9,158.0
368,Блюдо тайское Лапша карри 4 сезона,12.7,5.9,6.4,128.0
369,Блюдо узбекское Плов с бараниной 4 сезона,14.9,4.2,6.0,150.0
370,Блюдо французское Шампиньон де пари 4 сезона,5.1,6.7,9.5,129.0
371,Блюдо швейцарское Фондю эменталь 4 сезона,13.3,7.9,10.2,175.0
372,Блюдо японское Сакэна с рисом 4 сезона,13.6,5.7,2.4,103.0
373,Бобы,8.5,6.0,0.1,57.0
374,Бобы зелёные,10.5,6.0,0.1,60.0
375,Бобы Эдамамэ,11.1,13.0,6.2,147.0
376,Бобы Эдамамэ зелёные замороженные,14.0,13.1,4.6,150.0
377,Болдо,48.6,7.6,8.3,313.0
378,Большой завтрак McDonalds,62.0,30.0,30.0,640.0
379,Большой завтрак McDonalds с джемом,58.0,30.0,35.0,675.0
380,Большой завтрак McDonalds с мёдом,60.0,30.0,35.0,685.0
381,Бопс (Полосатик),0.0,15.3,1.5,79.0
382,Бораки,30.7,13.7,12.0,277.0
383,Борщ 4 сезона Московский,8.9,3.5,0.1,51.0
384,Борщ Hortex украинский,4.8,1.4,0.2,31.0
385,Борщ Главсуп с курицей,3.3,2.3,1.8,38.0
386,Борщ из свежей капусты с мясом,5.5,4.4,3.6,63.0
387,Борщ Леовит Худеем за неделю Сибирский с мясом,48.0,19.0,3.5,300.0
388,Борщ летний холодный,6.4,1.1,2.1,49.0
389,Борщ сибирский,6.8,1.9,1.5,48.0
390,Борщ Сибирский с фрикадельками,5.0,5.8,5.3,82.0
391,Борщ украинский,6.7,1.1,2.2,49.0
392,Борщик Heinz с говядинкой,67.0,11.3,6.7,374.0
393,Боярышник,14.0,0.0,0.0,52.0
394,Боярышник сушеный,38.0,0.0,0.0,142.0
395,Бразильский орех,4.8,14.3,66.4,656.0
396,Бренди,0.5,0.0,0.0,225.0
397,Брецель,35.0,20.0,6.0,300.0
398,Бриошь,57.2,5.2,7.5,304.0
399,Бротола,0.0,19.4,1.6,92.0
400,Брускетта,21.7,4.7,23.0,315.0
401,Брусника,9.6,0.7,0.5,43.0
402,Брусника 4 сезона,8.2,0.7,0.5,40.0
403,Брусника Hortex,7.5,0.7,0.4,36.0
404,Брусника мочёная,5.3,0.3,0.2,24.0
405,Брюква,7.7,1.2,0.1,37.0
406,Брюква запечённая,7.5,2.1,1.6,51.0
407,Брюква тушеная,8.6,1.2,8.5,114.0
408,Бублик,70.0,16.0,1.0,336.0
409,Бублик Украинский,58.2,8.3,6.4,328.0
410,Бублик Ярмарочный,58.3,8.5,7.0,330.0
411,Буженина вареная,1.0,16.4,18.3,233.0
412,Буженина Фабрика Качества из мяса цыплят-бройлеров Традиционная запечённая,0.0,20.0,9.0,160.0
413,Бузина,11.4,0.7,0.5,73.0
414,Бузинный сок,5.1,1.1,0.2,27.0
415,Буйволятина,0.0,19.0,13.2,194.0
416,Буйволятина вареная,0.0,30.0,17.4,276.0
417,Буйволятина жареная,0.0,33.4,23.2,342.0
